order_id,city,assigned_facility,assignment_distance_km,expected_breach_prob,after_coverage,assigned_month_orders,fixed_cost_per_order,variable_cost_per_order,cost_to_serve
ORD0120577,Hyderabad,HYD-03,0.31994377,0.00349869,1,4263,24.23176167,32.34456715,56.57632882
ORD0120578,Hyderabad,HYD-04,2.28996211,0.11124887,1,10069,10.37838912,49.36720082,59.74558994
ORD0120580,Hyderabad,HYD-03,0.57864584,0.00558234,1,4263,24.23176167,34.21799105,58.44975272
ORD0120581,Hyderabad,HYD-02,0.38510023,0.00393594,1,5893,20.87222128,32.81377992,53.68600120
ORD0120585,Hyderabad,HYD-03,1.15652578,0.01576277,1,4263,24.23176167,38.56856342,62.80032509
ORD0120586,Hyderabad,HYD-03,0.98727012,0.01164387,1,4263,24.23176167,37.26020688,61.49196855
ORD0120588,Hyderabad,HYD-04,1.40967583,0.02472327,1,10069,10.37838912,40.60942884,50.98781796
ORD0120595,Hyderabad,HYD-02,0.27560078,0.00322914,1,5893,20.87222128,32.02607973,52.89830101
ORD0120596,Hyderabad,HYD-06,3.46074473,0.51146584,0,5193,19.93067591,69.56918834,89.49986425
ORD0120602,Hyderabad,HYD-04,3.21872910,0.40295452,0,10069,10.37838912,64.61973931,74.99812842
ORD0120603,Hyderabad,HYD-04,3.71228817,0.62297546,0,10069,10.37838912,74.67528089,85.05367001
ORD0120604,Hyderabad,HYD-06,0.09404496,0.00232510,1,5193,19.93067591,30.72806771,50.65874362
ORD0120606,Hyderabad,HYD-04,3.16903501,0.38146853,0,10069,10.37838912,63.62730091,74.00569002
ORD0120608,Hyderabad,HYD-04,2.33799093,0.12015974,1,10069,10.37838912,49.97072880,60.34911791
ORD0120614,Hyderabad,CS-07,0.75829033,0.00771644,1,5582,24.43568613,35.53952546,59.97521160
ORD0120615,Hyderabad,HYD-04,3.32693082,0.45093821,0,10069,10.37838912,66.81666212,77.19505123
ORD0120618,Hyderabad,CS-07,0.46108140,0.00451501,1,5582,24.43568613,33.36302000,57.79870614
ORD0120619,Hyderabad,HYD-03,0.79008056,0.00817079,1,4263,24.23176167,35.77568764,60.00744931
ORD0120621,Hyderabad,HYD-02,0.40735721,0.00409745,1,5893,20.87222128,32.97442401,53.84664529
ORD0120623,Hyderabad,HYD-03,3.67381927,0.60644909,0,4263,24.23176167,73.91020757,98.14196924
ORD0120626,Hyderabad,HYD-04,3.43864932,0.50144702,0,10069,10.37838912,69.11395586,79.49234498
ORD0120629,Hyderabad,HYD-05,0.36395306,0.00378837,1,3566,25.74312956,32.66132250,58.40445206
ORD0120633,Hyderabad,HYD-06,0.89281183,0.00982822,1,5193,19.93067591,36.54452946,56.47520537
ORD0120637,Hyderabad,HYD-05,1.03868534,0.01276765,1,3566,25.74312956,37.65382679,63.39695635
ORD0120639,Hyderabad,HYD-04,1.09524115,0.01412765,1,10069,10.37838912,38.09051753,48.46890665
ORD0120640,Hyderabad,HYD-05,1.07438251,0.01361019,1,3566,25.74312956,37.92898330,63.67211286
ORD0120644,Hyderabad,HYD-05,0.93699190,0.01063963,1,3566,25.74312956,36.87813213,62.62126169
ORD0120646,Hyderabad,HYD-04,2.78695927,0.23569217,1,10069,10.37838912,56.57948003,66.95786915
ORD0120647,Hyderabad,CS-07,1.43740042,0.02596542,1,5582,24.43568613,40.84076548,65.27645161
ORD0120649,Hyderabad,HYD-03,1.17208935,0.01620684,1,4263,24.23176167,38.69083051,62.92259218
ORD0120650,Hyderabad,HYD-04,2.70150138,0.20891576,1,10069,10.37838912,55.17798244,65.55637155
ORD0120653,Hyderabad,HYD-04,3.11056225,0.35677362,0,10069,10.37838912,62.47714442,72.85553353
ORD0120654,Hyderabad,HYD-06,1.27457703,0.01945395,1,5193,19.93067591,39.50565771,59.43633362
ORD0120655,Hyderabad,HYD-03,1.27963303,0.01962969,1,4263,24.23176167,39.54632177,63.77808344
ORD0120662,Hyderabad,HYD-02,0.94128704,0.01072196,1,5893,20.87222128,36.91066811,57.78288939
ORD0120663,Hyderabad,CS-07,2.61251178,0.18348542,1,5582,24.43568613,53.79214513,78.22783126
ORD0120664,Hyderabad,HYD-05,3.95930666,0.72117823,0,3566,25.74312956,79.35049345,105.09362300
ORD0120667,Hyderabad,HYD-04,2.94672706,0.29181011,1,10069,10.37838912,59.38139266,69.75978177
ORD0120671,Hyderabad,HYD-03,0.47058774,0.00459318,1,4263,24.23176167,33.43190970,57.66367137
ORD0120674,Hyderabad,HYD-04,3.23316486,0.40927056,0,10069,10.37838912,64.91027088,75.28866000
ORD0120678,Hyderabad,HYD-05,0.93382493,0.01057932,1,3566,25.74312956,36.85415413,62.59728369
ORD0120680,Hyderabad,CS-07,1.03225789,0.01262151,1,5582,24.43568613,37.60445048,62.04013661
ORD0120682,Hyderabad,CS-07,0.50100931,0.00485253,1,5582,24.43568613,33.65264116,58.08832729
ORD0120684,Hyderabad,HYD-06,3.86122810,0.68403746,0,5193,19.93067591,77.54972064,97.48039655
ORD0120687,Hyderabad,HYD-06,0.30492302,0.00340496,1,5193,19.93067591,32.23661002,52.16728593
ORD0120688,Hyderabad,CS-07,3.11521634,0.35871350,0,5582,24.43568613,62.56791952,87.00360565
ORD0120690,Hyderabad,HYD-05,0.31975899,0.00349752,1,3566,25.74312956,32.34323864,58.08636819
ORD0120692,Hyderabad,HYD-02,3.97907184,0.72833068,0,5893,20.87222128,79.70342322,100.57564450
ORD0120694,Hyderabad,HYD-06,0.47702049,0.00464685,1,5193,19.93067591,33.47854887,53.40922478
ORD0120695,Hyderabad,HYD-06,1.24900309,0.01858842,1,5193,19.93067591,39.30067417,59.23135008
ORD0120700,Hyderabad,HYD-04,3.91428721,0.70446340,0,10069,10.37838912,78.53391237,88.91230149
ORD0120705,Hyderabad,CS-07,0.92113549,0.01034106,1,5582,24.43568613,36.75818011,61.19386624
ORD0120708,Hyderabad,HYD-06,0.94776965,0.01084742,1,5193,19.93067591,36.95981014,56.89048605
ORD0120710,Hyderabad,HYD-04,2.43142413,0.13926345,1,10069,10.37838912,51.19787257,61.57626168
ORD0120711,Hyderabad,CS-07,1.14756369,0.01551251,1,5582,24.43568613,38.49832104,62.93400717
ORD0120712,Hyderabad,HYD-06,0.96862603,0.01126099,1,5193,19.93067591,37.11821193,57.04888784
ORD0120713,Hyderabad,HYD-04,3.20263724,0.39595172,0,10069,10.37838912,64.29701212,74.67540123
ORD0120714,Hyderabad,HYD-04,4.58931667,0.89024204,0,10069,10.37838912,88.83247804,99.21086715
ORD0120716,Hyderabad,HYD-04,0.93527513,0.01060689,1,10069,10.37838912,36.86513274,47.24352185
ORD0120718,Hyderabad,HYD-04,3.22260630,0.40464784,0,10069,10.37838912,64.69767920,75.07606832
ORD0120720,Hyderabad,HYD-04,2.95973473,0.29671049,1,10069,10.37838912,59.61945787,69.99784698
ORD0120725,Hyderabad,CS-07,1.39153505,0.02394205,1,5582,24.43568613,40.45900683,64.89469297
ORD0120726,Hyderabad,HYD-06,3.66042436,0.60063475,0,5193,19.93067591,73.64201306,93.57268897
ORD0120731,Hyderabad,CS-07,1.25563923,0.01880932,1,5582,24.43568613,39.35375411,63.78944024
ORD0120733,Hyderabad,HYD-05,3.12018552,0.36078984,0,3566,25.74312956,62.66499376,88.40812332
ORD0120737,Hyderabad,HYD-04,1.98881832,0.06758745,1,10069,10.37838912,45.94935187,56.32774098
ORD0120743,Hyderabad,HYD-05,3.52143594,0.53891401,0,3566,25.74312956,70.81747174,96.56060130
ORD0120748,Hyderabad,HYD-04,0.98869154,0.01167358,1,10069,10.37838912,37.27104817,47.64943728
ORD0120749,Hyderabad,HYD-05,2.93825634,0.28864465,1,3566,25.74312956,59.22713391,84.97026346
ORD0120757,Hyderabad,HYD-06,1.47203240,0.02760258,1,5193,19.93067591,41.13230422,61.06298013
ORD0120758,Hyderabad,HYD-04,1.25889306,0.01891857,1,10069,10.37838912,39.37980839,49.75819750
ORD0120761,Hyderabad,CS-07,1.32052544,0.02110934,1,5582,24.43568613,39.87695828,64.31264441
ORD0120764,Hyderabad,HYD-06,1.16590059,0.01602880,1,5193,19.93067591,38.64216809,58.57284400
ORD0120766,Hyderabad,CS-07,1.29448653,0.02015501,1,5582,24.43568613,39.66605595,64.10174208
ORD0120767,Hyderabad,CS-07,1.06459332,0.01337383,1,5582,24.43568613,37.85336820,62.28905433
ORD0120770,Hyderabad,HYD-04,2.99992517,0.31214673,1,10069,10.37838912,60.36387801,70.74226712
ORD0120771,Hyderabad,HYD-02,0.69489388,0.00688389,1,5893,20.87222128,35.07077383,55.94299511
ORD0120772,Hyderabad,CS-07,3.28104329,0.43042306,0,5582,24.43568613,65.87999485,90.31568098
ORD0120773,Hyderabad,HYD-03,0.45935635,0.00450096,1,4263,24.23176167,33.35052332,57.58228499
ORD0120774,Hyderabad,HYD-04,0.77019910,0.00788363,1,10069,10.37838912,35.62790249,46.00629161
ORD0120775,Hyderabad,HYD-02,0.42313914,0.00421595,1,5893,20.87222128,33.08845257,53.96067385
ORD0120778,Hyderabad,CS-07,1.00074815,0.01192864,1,5582,24.43568613,37.36309615,61.79878229
ORD0120779,Hyderabad,HYD-04,4.61524486,0.89475436,0,10069,10.37838912,89.14934490,99.52773402
ORD0120780,Hyderabad,HYD-03,2.75820589,0.22642557,0,4263,24.23176167,56.10020849,80.33197016
ORD0120786,Hyderabad,HYD-02,5.97409834,0.99010078,0,5893,20.87222128,101.52171182,122.39393309
ORD0120790,Hyderabad,HYD-04,0.68348683,0.00674385,1,10069,10.37838912,34.98672337,45.36511248
ORD0120793,Hyderabad,HYD-04,0.35266300,0.00371185,1,10069,10.37838912,32.57999660,42.95838571
ORD0120794,Hyderabad,HYD-06,3.15196696,0.37419005,0,5193,19.93067591,63.28947020,83.22014611
ORD0120802,Hyderabad,HYD-02,0.73507435,0.00740055,1,5893,20.87222128,35.36753712,56.23975840
ORD0120804,Hyderabad,CS-07,0.23085383,0.00297812,1,5582,24.43568613,31.70532050,56.14100664
ORD0120806,Hyderabad,CS-07,3.72171264,0.62698262,0,5582,24.43568613,74.86146698,99.29715312
ORD0120808,Hyderabad,HYD-05,3.88272096,0.69240334,0,3566,25.74312956,77.95114697,103.69427652
ORD0120812,Hyderabad,CS-07,0.88034806,0.00961061,1,5582,24.43568613,36.45075459,60.88644072
ORD0120815,Hyderabad,HYD-04,4.37528457,0.84617880,0,10069,10.37838912,86.01235616,96.39074528
ORD0120816,Hyderabad,HYD-04,2.88635492,0.26970295,1,10069,10.37838912,58.29557292,68.67396203
ORD0120818,Hyderabad,HYD-02,1.22356728,0.01776507,1,5893,20.87222128,39.09792305,59.97014432
ORD0120819,Hyderabad,CS-07,1.47540711,0.02776738,1,5582,24.43568613,41.16087113,65.59655726
ORD0120820,Hyderabad,HYD-04,1.33142136,0.02152168,1,10069,10.37838912,39.96559977,50.34398888
ORD0120822,Hyderabad,HYD-03,0.80541971,0.00839941,1,4263,24.23176167,35.88992036,60.12168203
ORD0120823,Hyderabad,HYD-05,0.69741067,0.00691517,1,3566,25.74312956,35.08932993,60.83245949
ORD0120824,Hyderabad,HYD-04,3.86226252,0.68444290,0,10069,10.37838912,77.56912468,87.94751380
ORD0120826,Hyderabad,CS-07,1.37106897,0.02308959,1,5582,24.43568613,40.29017035,64.72585649
ORD0120830,Hyderabad,HYD-05,4.01150436,0.73981466,0,3566,25.74312956,80.27497036,106.01809992
ORD0120833,Hyderabad,HYD-06,3.67811882,0.60830911,0,5193,19.93067591,73.99610495,93.92678086
ORD0120834,Hyderabad,CS-07,4.45277708,0.86360014,0,5582,24.43568613,87.07744376,111.51312989
ORD0120844,Hyderabad,HYD-06,0.76594070,0.00782343,1,5193,19.93067591,35.59628793,55.52696384
ORD0120852,Hyderabad,HYD-03,1.13508483,0.01517055,1,4263,24.23176167,38.40071027,62.63247194
ORD0120854,Hyderabad,HYD-06,0.99408617,0.01178703,1,5193,19.93067591,37.31221412,57.24289003
ORD0120855,Hyderabad,HYD-02,3.17077496,0.38221357,0,5893,20.87222128,63.66183190,84.53405318
ORD0120856,Hyderabad,HYD-04,1.74694340,0.04465361,1,10069,10.37838912,43.56821223,53.94660135
ORD0120859,Hyderabad,CS-07,1.23723984,0.01820309,1,5582,24.43568613,39.20677167,63.64245780
ORD0120861,Hyderabad,HYD-04,0.85238324,0.00913956,1,10069,10.37838912,36.24086937,46.61925848
ORD0120862,Hyderabad,HYD-04,0.81448757,0.00853754,1,10069,10.37838912,35.95753906,46.33592817
ORD0120866,Hyderabad,HYD-06,0.53950412,0.00520169,1,5193,19.93067591,33.93257952,53.86325543
ORD0120868,Hyderabad,CS-07,1.34639740,0.02210129,1,5582,24.43568613,40.08782057,64.52350670
ORD0120871,Hyderabad,HYD-02,3.79852773,0.65895576,0,5893,20.87222128,76.35836684,97.23058812
ORD0120873,Hyderabad,HYD-06,0.74616849,0.00754987,1,5193,19.93067591,35.44967559,55.38035150
ORD0120874,Hyderabad,HYD-06,0.91594736,0.01024518,1,5193,19.93067591,36.71898680,56.64966271
ORD0120877,Hyderabad,HYD-02,2.50503689,0.15605485,1,5893,20.87222128,52.21690375,73.08912503
ORD0120888,Hyderabad,CS-07,4.06537903,0.75818228,0,5582,24.43568613,81.20312160,105.63880774
ORD0120892,Hyderabad,HYD-02,6.85475508,0.99798064,0,5893,20.87222128,107.92270468,128.79492596
ORD0120895,Hyderabad,HYD-04,2.63282201,0.18906995,1,10069,10.37838912,54.10185267,64.48024178
ORD0120897,Hyderabad,HYD-03,0.49020411,0.00475879,1,4263,24.23176167,33.57419248,57.80595415
ORD0120900,Hyderabad,HYD-06,0.98844136,0.01166835,1,5193,19.93067591,37.26913989,57.19981580
ORD0120902,Hyderabad,HYD-03,3.89494728,0.69710695,0,4263,24.23176167,78.17783949,102.40960116
ORD0120906,Hyderabad,HYD-06,0.51569625,0.00498291,1,5193,19.93067591,33.75936098,53.69003689
ORD0120907,Hyderabad,HYD-03,0.98930315,0.01168639,1,4263,24.23176167,37.27571369,61.50747536
ORD0120909,Hyderabad,HYD-06,0.53213276,0.00513295,1,5193,19.93067591,33.87891773,53.80959364
ORD0120912,Hyderabad,HYD-04,2.39150413,0.13080726,1,10069,10.37838912,50.66474682,61.04313594
ORD0120914,Hyderabad,CS-07,1.27795467,0.01957118,1,5582,24.43568613,39.53281801,63.96850415
ORD0120916,Hyderabad,HYD-04,1.06042385,0.01327439,1,10069,10.37838912,37.82119874,48.19958785
ORD0120918,Hyderabad,HYD-05,3.09141113,0.34884106,0,3566,25.74312956,62.10510970,87.84823926
ORD0120921,Hyderabad,HYD-02,1.04237206,0.01285222,1,5893,20.87222128,37.68217116,58.55439244
ORD0120922,Hyderabad,HYD-05,0.88439997,0.00968082,1,3566,25.74312956,36.48122446,62.22435402
ORD0120923,Hyderabad,HYD-04,2.28685775,0.11069327,1,10069,10.37838912,49.32880245,59.70719157
ORD0120924,Hyderabad,HYD-04,2.83423856,0.25149127,1,10069,10.37838912,57.38440801,67.76279713
ORD0120928,Hyderabad,HYD-06,1.07968912,0.01374004,1,5193,19.93067591,37.97002494,57.90070085
ORD0120930,Hyderabad,HYD-04,3.94544342,0.71609318,0,10069,10.37838912,79.10089935,89.47928847
ORD0120935,Hyderabad,HYD-04,2.45966252,0.14551825,1,10069,10.37838912,51.58318505,61.96157416
ORD0120938,Hyderabad,HYD-04,1.01659372,0.01227224,1,10069,10.37838912,37.48432319,47.86271230
ORD0120940,Hyderabad,HYD-06,0.84509060,0.00902052,1,5193,19.93067591,36.18624990,56.11692581
ORD0120946,Hyderabad,CS-07,0.73072970,0.00734288,1,5582,24.43568613,35.33539433,59.77108047
ORD0120950,Hyderabad,CS-07,1.32082625,0.02112062,1,5582,24.43568613,39.87940230,64.31508843
ORD0120951,Hyderabad,CS-07,0.80146887,0.00833993,1,5582,24.43568613,35.86047992,60.29616606
ORD0120953,Hyderabad,HYD-04,3.38916431,0.47901664,0,10069,10.37838912,68.09464954,78.47303865
ORD0120958,Hyderabad,HYD-02,3.84339299,0.67700336,0,5893,20.87222128,77.21385187,98.08607315
ORD0120964,Hyderabad,HYD-06,0.95483779,0.01098587,1,5193,19.93067591,37.01344054,56.94411645
ORD0120966,Hyderabad,HYD-04,2.97836479,0.30381110,1,10069,10.37838912,59.96288651,70.34127562
ORD0120969,Hyderabad,CS-07,1.10386178,0.01434713,1,5582,24.43568613,38.15744640,62.59313253
ORD0120972,Hyderabad,HYD-06,0.11409383,0.00241101,1,5193,19.93067591,30.87098720,50.80166311
ORD0120975,Hyderabad,HYD-02,0.85975150,0.00926140,1,5893,20.87222128,36.29610257,57.16832385
ORD0120978,Hyderabad,HYD-04,4.40417679,0.85287786,0,10069,10.37838912,86.41557346,96.79396257
ORD0120979,Hyderabad,HYD-02,0.69317396,0.00686259,1,5893,20.87222128,35.05809547,55.93031675
ORD0120982,Hyderabad,HYD-04,2.25436817,0.10502301,1,10069,10.37838912,48.93126749,59.30965660
ORD0120989,Hyderabad,CS-07,0.15865289,0.00261347,1,5582,24.43568613,31.18897433,55.62466046
ORD0120993,Hyderabad,HYD-05,0.53544210,0.00516370,1,3566,25.74312956,33.90300557,59.64613513
ORD0120998,Hyderabad,HYD-06,1.49749998,0.02887008,1,5193,19.93067591,41.34860225,61.27927816
ORD0121002,Hyderabad,HYD-06,3.81367141,0.66510243,0,5193,19.93067591,76.64877285,96.57944876
ORD0121004,Hyderabad,HYD-04,3.58358785,0.56677897,0,10069,10.37838912,72.08848400,82.46687311
ORD0121008,Hyderabad,HYD-05,1.01116432,0.01215342,1,3566,25.74312956,37.44275283,63.18588239
ORD0121010,Hyderabad,HYD-06,1.09255793,0.01406001,1,5193,19.93067591,38.06970594,58.00038185
ORD0121011,Hyderabad,HYD-02,7.22983447,0.99897638,0,5893,20.87222128,110.57813260,131.45035388
ORD0121012,Hyderabad,HYD-04,0.28537190,0.00328670,1,10069,10.37838912,32.09620441,42.47459353
ORD0121015,Hyderabad,HYD-05,0.34712906,0.00367491,1,3566,25.74312956,32.54015079,58.28328035
ORD0121017,Hyderabad,CS-07,1.16223988,0.01592440,1,5582,24.43568613,38.61341100,63.04909714
ORD0121020,Hyderabad,CS-07,0.43964378,0.00434354,1,5582,24.43568613,33.20781257,57.64349870
ORD0121021,Hyderabad,HYD-06,0.08431210,0.00228450,1,5193,19.93067591,30.65871966,50.58939557
ORD0121022,Hyderabad,HYD-04,2.30293362,0.11359688,1,10069,10.37838912,49.52844162,59.90683073
ORD0121023,Hyderabad,CS-07,0.79381394,0.00822586,1,5582,24.43568613,35.80347333,60.23915947
ORD0121028,Hyderabad,CS-07,1.27461820,0.01945538,1,5582,24.43568613,39.50598870,63.94167483
ORD0121034,Hyderabad,HYD-06,0.77433067,0.00794247,1,5193,19.93067591,35.65858866,55.58926457
ORD0121035,Hyderabad,HYD-05,0.25199934,0.00309422,1,3566,25.74312956,31.85682204,57.59995159
ORD0121039,Hyderabad,HYD-03,2.80014848,0.24002956,0,4263,24.23176167,56.80192609,81.03368776
ORD0121041,Hyderabad,HYD-02,3.88464165,0.69314494,0,5893,20.87222128,77.98683974,98.85906102
ORD0121042,Hyderabad,HYD-06,0.95040815,0.01089890,1,5193,19.93067591,36.97982398,56.91049989
ORD0121052,Hyderabad,HYD-04,1.17479066,0.01628516,1,10069,10.37838912,38.71208930,49.09047841
ORD0121060,Hyderabad,HYD-02,1.00138579,0.01194228,1,5893,20.87222128,37.36796888,58.24019016
ORD0121064,Hyderabad,HYD-04,3.25700117,0.41976452,0,10069,10.37838912,65.39194365,75.77033276
ORD0121067,Hyderabad,HYD-02,0.79269442,0.00820931,1,5893,20.87222128,35.79514017,56.66736145
ORD0121069,Hyderabad,CS-07,1.20607603,0.01721977,1,5582,24.43568613,38.95912537,63.39481150
ORD0121081,Hyderabad,CS-07,1.19778988,0.01696722,1,5582,24.43568613,38.89354584,63.32923197
ORD0121082,Hyderabad,HYD-05,1.11269083,0.01457540,1,3566,25.74312956,38.22609777,63.96922733
ORD0121086,Hyderabad,HYD-02,1.12520709,0.01490514,1,5893,20.87222128,38.32360390,59.19582518
ORD0121088,Hyderabad,HYD-04,3.25381114,0.41835567,0,10069,10.37838912,65.32734806,75.70573718
ORD0121094,Hyderabad,HYD-04,2.61637178,0.18453684,1,10069,10.37838912,53.85070772,64.22909684
ORD0121097,Hyderabad,HYD-04,2.24739530,0.10383997,1,10069,10.37838912,48.84696620,59.22535531
ORD0121098,Hyderabad,HYD-04,3.24258145,0.41340691,0,10069,10.37838912,65.10027752,75.47866663
ORD0121099,Hyderabad,HYD-04,1.13543961,0.01518017,1,10069,10.37838912,38.40348234,48.78187146
ORD0121100,Hyderabad,HYD-03,0.82300096,0.00866926,1,4263,24.23176167,36.02108459,60.25284626
ORD0121101,Hyderabad,HYD-06,1.02805378,0.01252682,1,5193,19.93067591,37.57218097,57.50285688
ORD0121103,Hyderabad,HYD-02,3.34159149,0.45753140,0,5893,20.87222128,67.11708232,87.98930360
ORD0121106,Hyderabad,HYD-04,3.27370003,0.42716026,0,10069,10.37838912,65.73070805,76.10909716
ORD0121108,Hyderabad,HYD-06,0.43871654,0.00433627,1,5193,19.93067591,33.20110385,53.13177976
ORD0121114,Hyderabad,HYD-05,3.55367564,0.55340984,0,3566,25.74312956,71.47802483,97.22115438
ORD0121115,Hyderabad,CS-07,3.08619648,0.34669532,0,5582,24.43568613,62.00423495,86.43992109
ORD0121116,Hyderabad,HYD-03,3.62407864,0.58471894,0,4263,24.23176167,72.91011876,97.14188043
ORD0121117,Hyderabad,HYD-05,0.87921931,0.00959114,1,3566,25.74312956,36.44226926,62.18539882
ORD0121120,Hyderabad,HYD-06,0.95533800,0.01099573,1,5193,19.93067591,37.01723796,56.94791387
ORD0121123,Hyderabad,HYD-04,1.47799688,0.02789449,1,10069,10.37838912,41.18281294,51.56120205
ORD0121125,Hyderabad,CS-07,1.08553625,0.01388452,1,5582,24.43568613,38.01528942,62.45097556
ORD0121126,Hyderabad,HYD-04,2.61880869,0.18520303,1,10069,10.37838912,53.88775171,64.26614082
ORD0121127,Hyderabad,HYD-03,3.81604065,0.66605910,0,4263,24.23176167,76.69405764,100.92581931
ORD0121129,Hyderabad,HYD-05,1.32775944,0.02138223,1,3566,25.74312956,39.93578289,65.67891245
ORD0121130,Hyderabad,HYD-03,0.87938394,0.00959397,1,4263,24.23176167,36.44350675,60.67526842
ORD0121131,Hyderabad,CS-07,4.41093133,0.85440875,0,5582,24.43568613,86.50878189,110.94446803
ORD0121132,Hyderabad,CS-07,0.53088607,0.00512141,1,5582,24.43568613,33.86984483,58.30553097
ORD0121135,Hyderabad,HYD-06,0.28303659,0.00327285,1,5193,19.93067591,32.07944172,52.01011763
ORD0121138,Hyderabad,CS-07,1.06062402,0.01327915,1,5582,24.43568613,37.82274268,62.25842882
ORD0121140,Hyderabad,HYD-06,0.32894296,0.00355607,1,5193,19.93067591,32.40928292,52.33995883
ORD0121141,Hyderabad,HYD-02,3.72693461,0.62919548,0,5893,20.87222128,74.96440677,95.83662805
ORD0121147,Hyderabad,HYD-06,1.06671465,0.01342471,1,5193,19.93067591,37.86974373,57.80041964
ORD0121148,Hyderabad,HYD-04,3.54758263,0.55067645,0,10069,10.37838912,71.35337204,81.73176115
ORD0121149,Hyderabad,HYD-05,1.17660654,0.01633801,1,3566,25.74312956,38.72638612,64.46951567
ORD0121151,Hyderabad,HYD-04,2.73708806,0.21978573,1,10069,10.37838912,55.75318835,66.13157746
ORD0121154,Hyderabad,HYD-04,2.74345461,0.22177266,1,10069,10.37838912,55.85736198,66.23575109
ORD0121156,Hyderabad,CS-07,3.30826679,0.44256980,0,5582,24.43568613,66.43496161,90.87064774
ORD0121157,Hyderabad,HYD-06,1.01856819,0.01231573,1,5193,19.93067591,37.49944930,57.43012521
ORD0121161,Hyderabad,HYD-03,3.27194564,0.42638167,0,4263,24.23176167,65.69506956,89.92683123
ORD0121163,Hyderabad,HYD-04,3.93307365,0.71150900,0,10069,10.37838912,78.87678553,89.25517464
ORD0121164,Hyderabad,HYD-04,3.21187419,0.39996641,0,10069,10.37838912,64.48211156,74.86050068
ORD0121166,Hyderabad,CS-07,0.70568100,0.00701897,1,5582,24.43568613,35.15033619,59.58602232
ORD0121171,Hyderabad,HYD-02,5.69808915,0.98377178,0,5893,20.87222128,99.39977739,120.27199867
ORD0121172,Hyderabad,CS-07,1.08815731,0.01394978,1,5582,24.43568613,38.03559450,62.47128064
ORD0121177,Hyderabad,HYD-06,0.91599381,0.01024603,1,5193,19.93067591,36.71933766,56.65001357
ORD0121183,Hyderabad,HYD-04,1.31050937,0.02073713,1,10069,10.37838912,39.79567934,50.17406846
ORD0121186,Hyderabad,HYD-02,0.92976208,0.01050245,1,5893,20.87222128,36.82340799,57.69562927
ORD0121189,Hyderabad,HYD-02,1.03377728,0.01265590,1,5893,20.87222128,37.61611809,58.48833937
ORD0121190,Hyderabad,HYD-05,3.56319661,0.55767453,0,3566,25.74312956,71.67261224,97.41574179
ORD0121191,Hyderabad,HYD-03,0.73870311,0.00744907,1,4263,24.23176167,35.39439386,59.62615553
ORD0121193,Hyderabad,HYD-04,4.77580323,0.91919961,0,10069,10.37838912,91.00661077,101.38499989
ORD0121198,Hyderabad,HYD-04,2.69861718,0.20805235,1,10069,10.37838912,55.13189067,65.51027979
ORD0121200,Hyderabad,HYD-02,3.10765653,0.35556485,0,5893,20.87222128,62.42054120,83.29276247
ORD0121202,Hyderabad,HYD-02,5.77710694,0.98590845,0,5893,20.87222128,100.01700218,120.88922346
ORD0121203,Hyderabad,CS-07,1.09658945,0.01416176,1,5582,24.43568613,38.10097891,62.53666504
ORD0121204,Hyderabad,HYD-04,0.67959996,0.00669678,1,10069,10.37838912,34.95810326,45.33649237
ORD0121207,Hyderabad,HYD-04,1.10224533,0.01430572,1,10069,10.37838912,38.14488899,48.52327810
ORD0121210,Hyderabad,HYD-02,3.83878865,0.67517418,0,5893,20.87222128,77.12674591,97.99896719
ORD0121213,Hyderabad,CS-07,0.55971132,0.00539486,1,5582,24.43568613,34.07982510,58.51551124
ORD0121216,Hyderabad,HYD-04,2.32880746,0.11840957,1,10069,10.37838912,49.85393926,60.23232837
ORD0121217,Hyderabad,HYD-06,0.98402451,0.01157630,1,5193,19.93067591,37.23546067,57.16613658
ORD0121220,Hyderabad,HYD-02,0.85924685,0.00925301,1,5893,20.87222128,36.29231814,57.16453942
ORD0121222,Hyderabad,HYD-06,0.72617658,0.00728292,1,5193,19.93067591,35.30172367,55.23239958
ORD0121223,Hyderabad,CS-07,3.26204736,0.42199578,0,5582,24.43568613,65.49420499,89.92989112
ORD0121224,Hyderabad,HYD-02,3.70916374,0.62164324,0,5893,20.87222128,74.61344344,95.48566472
ORD0121227,Hyderabad,CS-07,1.07574904,0.01364351,1,5582,24.43568613,37.93954866,62.37523480
ORD0121229,Hyderabad,HYD-02,3.41941027,0.49272214,0,5893,20.87222128,68.71753597,89.58975725
ORD0121235,Hyderabad,HYD-04,0.96713489,0.01123091,1,10069,10.37838912,37.10687159,47.48526070
ORD0121237,Hyderabad,HYD-06,0.33816419,0.00361584,1,5193,19.93067591,32.47562466,52.40630057
ORD0121243,Hyderabad,HYD-02,0.89906297,0.00993920,1,5893,20.87222128,36.59161667,57.46383795
ORD0121244,Hyderabad,CS-07,0.96953143,0.01127929,1,5582,24.43568613,37.12509882,61.56078495
ORD0121246,Hyderabad,HYD-04,2.19901323,0.09595168,1,10069,10.37838912,48.27164313,58.65003224
ORD0121247,Hyderabad,HYD-06,3.31098116,0.44378494,0,5193,19.93067591,66.49041625,86.42109216
ORD0121249,Hyderabad,HYD-02,6.07611326,0.99175947,0,5893,20.87222128,102.28557697,123.15779824
ORD0121250,Hyderabad,HYD-03,0.77693971,0.00797985,1,4263,24.23176167,35.67797341,59.90973508
