order_id,city,assigned_facility,assignment_distance_km,assigned_radius_km,expected_breach_prob,after_coverage,assigned_month_orders,after_fixed_cost_per_order,after_variable_cost_inr,after_cost_to_serve_inr
ORD0102797,Hyderabad,HYD-01,2.831118,3.500000,0.250427,1,4778,25.512767,57.330643,82.843410
ORD0102798,Hyderabad,HYD-02,3.022241,3.000000,0.320904,0,4573,26.897004,60.782816,87.679820
ORD0102800,Hyderabad,HYD-03,3.487238,2.500000,0.523466,0,4263,24.231762,70.114647,94.346408
ORD0102801,Hyderabad,HYD-04,3.796537,3.000000,0.658144,0,7520,13.896277,76.320062,90.216339
ORD0102802,Hyderabad,HYD-02,0.967920,3.000000,0.011247,1,4573,26.897004,37.112845,64.009849
ORD0102805,Hyderabad,HYD-06,0.706208,3.000000,0.007026,1,5076,20.390071,35.154228,55.544299
ORD0102806,Hyderabad,HYD-04,0.651641,3.000000,0.006368,1,7520,13.896277,34.752516,48.648793
ORD0102807,Hyderabad,CS-07,1.247647,3.000000,0.018544,1,5582,24.435686,39.289840,63.725526
ORD0102812,Hyderabad,CS-07,1.274855,3.000000,0.019464,1,5582,24.435686,39.507889,63.943575
ORD0102821,Hyderabad,HYD-01,0.697944,3.500000,0.006922,1,4778,25.512767,35.093261,60.606028
ORD0102822,Hyderabad,HYD-04,3.779087,3.000000,0.650986,0,7520,13.896277,75.983197,89.879474
ORD0102823,Hyderabad,CS-07,2.559086,3.000000,0.169408,1,5582,24.435686,52.995833,77.431519
ORD0102825,Hyderabad,HYD-02,0.212303,3.000000,0.002880,1,4573,26.897004,31.572514,58.469518
ORD0102829,Hyderabad,HYD-04,4.443007,3.000000,0.861499,0,7520,13.896277,86.946011,100.842288
ORD0102832,Hyderabad,HYD-04,0.504649,3.000000,0.004885,1,7520,13.896277,33.679081,47.575358
ORD0102835,Hyderabad,HYD-06,1.086471,3.000000,0.013908,1,5076,20.390071,38.022532,58.412603
ORD0102836,Hyderabad,HYD-03,0.825702,2.500000,0.008711,1,4263,24.231762,36.041259,60.273021
ORD0102840,Hyderabad,HYD-06,0.902483,3.000000,0.010000,1,5076,20.390071,36.617397,57.007468
ORD0102842,Hyderabad,HYD-03,1.208704,2.500000,0.017301,1,4263,24.231762,38.979945,63.211706
ORD0102843,Hyderabad,CS-07,3.551940,3.000000,0.552631,0,5582,24.435686,71.442524,95.878210
ORD0102847,Hyderabad,HYD-01,0.304245,3.500000,0.003401,1,4778,25.512767,32.231739,57.744506
ORD0102853,Hyderabad,HYD-04,3.070133,3.000000,0.340125,0,7520,13.896277,61.694684,75.590961
ORD0102855,Hyderabad,HYD-03,1.228973,2.500000,0.017937,1,4263,24.231762,39.140920,63.372681
ORD0102858,Hyderabad,HYD-06,1.141554,3.000000,0.015347,1,5076,20.390071,38.451286,58.841357
ORD0102859,Hyderabad,HYD-04,4.521958,3.000000,0.877721,0,7520,13.896277,87.985329,101.881606
ORD0102861,Hyderabad,HYD-01,1.004346,3.500000,0.012006,1,4778,25.512767,37.390594,62.903360
ORD0102864,Hyderabad,HYD-06,0.422015,3.000000,0.004207,1,5076,20.390071,33.080329,53.470400
ORD0102865,Hyderabad,HYD-06,0.629420,3.000000,0.006118,1,5076,20.390071,34.589466,54.979537
ORD0102866,Hyderabad,CS-07,0.568714,3.000000,0.005483,1,5582,24.435686,34.145496,58.581182
ORD0102867,Hyderabad,CS-07,0.986204,3.000000,0.011622,1,5582,24.435686,37.252076,61.687762
ORD0102869,Hyderabad,HYD-02,0.833380,3.000000,0.008833,1,4573,26.897004,36.098635,62.995639
ORD0102871,Hyderabad,CS-07,1.194251,3.000000,0.016860,1,5582,24.435686,38.865570,63.301256
ORD0102872,Hyderabad,HYD-04,1.004333,3.000000,0.012006,1,7520,13.896277,37.390500,51.286776
ORD0102873,Hyderabad,HYD-04,1.277263,3.000000,0.019547,1,7520,13.896277,39.527254,53.423530
ORD0102884,Hyderabad,HYD-03,0.262227,2.500000,0.003152,1,4263,24.231762,31.930151,56.161913
ORD0102886,Hyderabad,CS-07,4.709323,3.000000,0.909777,0,5582,24.435686,90.258579,114.694265
ORD0102887,Hyderabad,HYD-02,6.451223,3.000000,0.995810,0,4573,26.897004,105.032870,131.929874
ORD0102893,Hyderabad,HYD-01,1.111517,3.500000,0.014545,1,4778,25.512767,38.216965,63.729732
ORD0102895,Hyderabad,HYD-02,1.214082,3.000000,0.017467,1,4573,26.897004,39.022594,65.919598
ORD0102901,Hyderabad,HYD-05,1.508474,3.000000,0.029434,1,2774,33.093006,41.442324,74.535331
ORD0102902,Hyderabad,HYD-06,0.974911,3.000000,0.011389,1,5076,20.390071,37.166037,57.556108
ORD0102905,Hyderabad,HYD-03,2.451853,2.500000,0.143766,1,4263,24.231762,51.475941,75.707703
ORD0102910,Hyderabad,HYD-04,1.661216,3.000000,0.038470,1,7520,13.896277,42.782604,56.678881
ORD0102911,Hyderabad,HYD-01,0.490226,3.500000,0.004759,1,4778,25.512767,33.574354,59.087121
ORD0102914,Hyderabad,HYD-06,0.232408,3.000000,0.002987,1,5076,20.390071,31.716453,52.106524
ORD0102915,Hyderabad,CS-07,1.109903,3.000000,0.014503,1,5582,24.435686,38.204406,62.640092
ORD0102922,Hyderabad,HYD-04,2.997733,3.000000,0.311293,1,7520,13.896277,60.322931,74.219208
ORD0102923,Hyderabad,HYD-03,0.953761,2.500000,0.010965,1,4263,24.231762,37.005267,61.237029
ORD0102925,Hyderabad,CS-07,1.115664,3.000000,0.014653,1,5582,24.435686,38.249244,62.684930
ORD0102927,Hyderabad,CS-07,1.103986,3.000000,0.014350,1,5582,24.435686,38.158410,62.594096
ORD0102929,Hyderabad,CS-07,1.053551,3.000000,0.013112,1,5582,24.435686,37.768221,62.203907
ORD0102931,Hyderabad,HYD-02,3.478439,3.000000,0.519483,0,4573,26.897004,69.933563,96.830568
ORD0102933,Hyderabad,HYD-04,4.739046,3.000000,0.914107,0,7520,13.896277,90.596523,104.492800
ORD0102937,Hyderabad,HYD-04,3.993082,3.000000,0.733330,0,7520,13.896277,79.951475,93.847752
ORD0102939,Hyderabad,HYD-03,0.521179,2.500000,0.005032,1,4263,24.231762,33.799228,58.030990
ORD0102941,Hyderabad,HYD-06,0.752142,3.000000,0.007632,1,5076,20.390071,35.493942,55.884013
ORD0102942,Hyderabad,HYD-04,2.553498,3.000000,0.167986,1,7520,13.896277,52.914074,66.810351
ORD0102945,Hyderabad,HYD-05,0.558152,3.000000,0.005380,1,2774,33.093006,34.068458,67.161465
ORD0102948,Hyderabad,CS-07,1.297081,3.000000,0.020248,1,5582,24.435686,39.687011,64.122697
ORD0102950,Hyderabad,HYD-06,3.416250,3.000000,0.491289,0,5076,20.390071,68.652431,89.042502
ORD0102951,Hyderabad,HYD-05,1.237531,3.000000,0.018213,1,2774,33.093006,39.209090,72.302096
ORD0102952,Hyderabad,HYD-04,4.617490,3.000000,0.895137,0,7520,13.896277,89.176550,103.072826
ORD0102953,Hyderabad,CS-07,3.895198,3.000000,0.697203,0,5582,24.435686,78.182472,102.618158
ORD0102954,Hyderabad,HYD-03,1.040068,2.500000,0.012799,1,4263,24.231762,37.664455,61.896217
ORD0102957,Hyderabad,HYD-02,3.423798,3.000000,0.494712,0,4573,26.897004,68.807942,95.704946
ORD0102960,Hyderabad,CS-07,1.168148,3.000000,0.016093,1,5582,24.435686,38.659833,63.095519
ORD0102961,Hyderabad,HYD-06,1.056092,3.000000,0.013172,1,5076,20.390071,37.787797,58.177868
ORD0102964,Hyderabad,HYD-06,0.805081,3.000000,0.008394,1,5076,20.390071,35.887397,56.277468
ORD0102965,Hyderabad,CS-07,1.156987,3.000000,0.015776,1,5582,24.435686,38.572179,63.007865
ORD0102966,Hyderabad,HYD-06,0.912387,3.000000,0.010180,1,5076,20.390071,36.692102,57.082173
ORD0102969,Hyderabad,HYD-03,1.017887,2.500000,0.012301,1,4263,24.231762,37.494232,61.725993
ORD0102970,Hyderabad,HYD-06,0.246130,3.000000,0.003062,1,5076,20.390071,31.814758,52.204829
ORD0102971,Hyderabad,CS-07,1.297886,3.000000,0.020277,1,5582,24.435686,39.693515,64.129201
ORD0102974,Hyderabad,HYD-04,2.714219,3.000000,0.212754,1,7520,13.896277,55.382159,69.278435
ORD0102976,Hyderabad,HYD-04,3.191893,3.000000,0.391300,0,7520,13.896277,64.082240,77.978516
ORD0102980,Hyderabad,HYD-04,3.292898,3.000000,0.435703,0,7520,13.896277,66.121377,80.017654
ORD0102981,Hyderabad,HYD-06,0.553033,3.000000,0.005330,1,5076,20.390071,34.031138,54.421209
ORD0102982,Hyderabad,HYD-04,2.603649,3.000000,0.181089,1,7520,13.896277,53.658212,67.554488
ORD0102985,Hyderabad,HYD-06,1.424907,3.000000,0.025398,1,5076,20.390071,40.736297,61.126368
ORD0102987,Hyderabad,HYD-02,6.526153,3.000000,0.996341,0,4573,26.897004,105.573296,132.470300
ORD0102988,Hyderabad,HYD-01,0.405578,3.500000,0.004084,1,4778,25.512767,32.961572,58.474339
ORD0102990,Hyderabad,CS-07,4.433112,3.000000,0.859343,0,5582,24.435686,86.812074,111.247760
ORD0102991,Hyderabad,CS-07,4.552264,3.000000,0.883500,0,5582,24.435686,88.370838,112.806525
ORD0102993,Hyderabad,HYD-05,1.335902,3.000000,0.021693,1,2774,33.093006,40.002116,73.095123
ORD0102994,Hyderabad,HYD-04,0.518691,3.000000,0.005010,1,7520,13.896277,33.781137,47.677414
ORD0102995,Hyderabad,HYD-05,0.164451,3.000000,0.002641,1,2774,33.093006,31.230390,64.323397
ORD0102996,Hyderabad,HYD-03,2.453089,2.500000,0.144042,1,4263,24.231762,51.492876,75.724638
ORD0102999,Hyderabad,HYD-02,3.540881,3.000000,0.547666,0,4573,26.897004,71.216155,98.113160
ORD0103001,Hyderabad,HYD-06,1.113216,3.000000,0.014589,1,5076,20.390071,38.230183,58.620254
ORD0103002,Hyderabad,HYD-06,0.454496,3.000000,0.004462,1,5076,20.390071,33.315320,53.705391
ORD0103005,Hyderabad,HYD-06,0.543680,3.000000,0.005241,1,5076,20.390071,33.962990,54.353061
ORD0103008,Hyderabad,HYD-01,0.989348,3.500000,0.011687,1,4778,25.512767,37.276060,62.788826
ORD0103010,Hyderabad,HYD-06,3.398972,3.000000,0.483458,0,5076,20.390071,68.296551,88.686622
ORD0103016,Hyderabad,HYD-03,0.487672,2.500000,0.004737,1,4263,24.231762,33.555819,57.787580
ORD0103019,Hyderabad,CS-07,0.820945,3.000000,0.008637,1,5582,24.435686,36.005730,60.441416
ORD0103026,Hyderabad,HYD-03,3.710353,2.500000,0.622151,0,4263,24.231762,74.636992,98.868753
ORD0103027,Hyderabad,HYD-06,0.933847,3.000000,0.010580,1,5076,20.390071,36.854320,57.244391
ORD0103029,Hyderabad,HYD-03,0.862828,2.500000,0.009313,1,4263,24.231762,36.319181,60.550943
ORD0103032,Hyderabad,HYD-03,1.020643,2.500000,0.012362,1,4263,24.231762,37.515345,61.747107
ORD0103034,Hyderabad,HYD-04,0.999829,3.000000,0.011909,1,7520,13.896277,37.356071,51.252347
ORD0103037,Hyderabad,HYD-03,0.818042,2.500000,0.008592,1,4263,24.231762,35.984066,60.215827
ORD0103041,Hyderabad,HYD-03,2.843488,2.500000,0.254663,0,4263,24.231762,57.544304,81.776066
ORD0103049,Hyderabad,CS-07,1.550467,3.000000,0.031690,1,5582,24.435686,41.803958,66.239645
ORD0103053,Hyderabad,HYD-02,2.354781,3.000000,0.123417,1,4573,26.897004,50.185988,77.082992
ORD0103054,Hyderabad,HYD-04,1.335794,3.000000,0.021689,1,7520,13.896277,40.001237,53.897514
ORD0103055,Hyderabad,CS-07,3.964506,3.000000,0.723071,0,5582,24.435686,79.443668,103.879354
ORD0103056,Hyderabad,HYD-03,3.349278,2.500000,0.460994,0,4263,24.231762,67.274767,91.506529
ORD0103057,Hyderabad,CS-07,3.162667,3.000000,0.378747,0,5582,24.435686,63.501074,87.936760
ORD0103058,Hyderabad,CS-07,0.699447,3.000000,0.006941,1,5582,24.435686,35.104349,59.540036
ORD0103060,Hyderabad,HYD-03,1.049482,2.500000,0.013017,1,4263,24.231762,37.736879,61.968641
ORD0103061,Hyderabad,HYD-04,2.736086,3.000000,0.219474,1,7520,13.896277,55.736819,69.633095
ORD0103062,Hyderabad,HYD-04,3.810295,3.000000,0.663737,0,7520,13.896277,76.584159,90.480436
ORD0103069,Hyderabad,CS-07,1.219803,3.000000,0.017646,1,5582,24.435686,39.068011,63.503697
ORD0103072,Hyderabad,HYD-04,2.811785,3.000000,0.243901,1,7520,13.896277,56.999537,70.895814
ORD0103073,Hyderabad,CS-07,0.463633,3.000000,0.004536,1,5582,24.435686,33.381509,57.817195
ORD0103076,Hyderabad,CS-07,3.597907,3.000000,0.573146,0,5582,24.435686,72.379724,96.815410
ORD0103079,Hyderabad,HYD-01,1.191332,3.500000,0.016773,1,4778,25.512767,38.842512,64.355278
ORD0103080,Hyderabad,HYD-06,0.483061,3.000000,0.004698,1,5076,20.390071,33.522363,53.912434
ORD0103085,Hyderabad,HYD-02,3.299118,3.000000,0.438479,0,4573,26.897004,66.248202,93.145207
ORD0103089,Hyderabad,HYD-04,1.894049,3.000000,0.057526,1,7520,13.896277,44.984117,58.880393
ORD0103092,Hyderabad,HYD-02,6.715345,3.000000,0.997401,0,4573,26.897004,106.929445,133.826449
ORD0103093,Hyderabad,HYD-06,0.404703,3.000000,0.004078,1,5076,20.390071,32.955255,53.345326
ORD0103095,Hyderabad,HYD-04,3.528349,3.000000,0.542029,0,7520,13.896277,70.959296,84.855573
ORD0103098,Hyderabad,HYD-01,0.998039,3.500000,0.011871,1,4778,25.512767,37.342400,62.855167
ORD0103100,Hyderabad,CS-07,1.039135,3.000000,0.012778,1,5582,24.435686,37.657282,62.092968
ORD0103101,Hyderabad,HYD-02,0.225793,3.000000,0.002951,1,4573,26.897004,31.669080,58.566084
ORD0103102,Hyderabad,CS-07,0.937091,3.000000,0.010642,1,5582,24.435686,36.878881,61.314568
ORD0103103,Hyderabad,HYD-04,2.262569,3.000000,0.106430,1,7520,13.896277,49.030871,62.927147
ORD0103104,Hyderabad,HYD-02,0.999442,3.000000,0.011901,1,4573,26.897004,37.353119,64.250123
ORD0103110,Hyderabad,HYD-02,0.597990,3.000000,0.005781,1,4573,26.897004,34.359348,61.256352
ORD0103111,Hyderabad,HYD-04,1.018479,3.000000,0.012314,1,7520,13.896277,37.498767,51.395043
ORD0103112,Hyderabad,HYD-02,0.725880,3.000000,0.007279,1,4573,26.897004,35.299529,62.196533
ORD0103118,Hyderabad,HYD-02,0.300231,3.000000,0.003376,1,4573,26.897004,32.202901,59.099905
ORD0103120,Hyderabad,HYD-03,0.267272,2.500000,0.003181,1,4263,24.231762,31.966329,56.198091
ORD0103121,Hyderabad,HYD-04,3.374047,3.000000,0.472177,0,7520,13.896277,67.783639,81.679916
ORD0103122,Hyderabad,CS-07,3.861651,3.000000,0.684203,0,5582,24.435686,77.557651,101.993337
ORD0103123,Hyderabad,HYD-04,2.842754,3.000000,0.254410,1,7520,13.896277,57.531582,71.427859
ORD0103124,Hyderabad,CS-07,1.525642,3.000000,0.030336,1,5582,24.435686,41.589589,66.025275
ORD0103125,Hyderabad,HYD-03,1.264066,2.500000,0.019094,1,4263,24.231762,39.421265,63.653027
ORD0103126,Hyderabad,HYD-05,0.814081,3.000000,0.008531,1,2774,33.093006,35.954508,69.047514
ORD0103128,Hyderabad,CS-07,1.030262,3.000000,0.012576,1,5582,24.435686,37.589130,62.024816
ORD0103130,Hyderabad,HYD-03,0.751955,2.500000,0.007629,1,4263,24.231762,35.492551,59.724313
ORD0103132,Hyderabad,HYD-06,0.654937,3.000000,0.006406,1,5076,20.390071,34.776730,55.166801
ORD0103139,Hyderabad,HYD-04,3.717628,3.000000,0.625248,0,7520,13.896277,74.780827,88.677103
ORD0103140,Hyderabad,CS-07,0.358063,3.000000,0.003748,1,5582,24.435686,32.618889,57.054575
ORD0103146,Hyderabad,HYD-04,0.508512,3.000000,0.004919,1,7520,13.896277,33.707142,47.603418
ORD0103148,Hyderabad,HYD-06,1.068213,3.000000,0.013461,1,5076,20.390071,37.881317,58.271387
ORD0103150,Hyderabad,HYD-04,0.664400,3.000000,0.006516,1,7520,13.896277,34.846273,48.742550
ORD0103152,Hyderabad,HYD-04,3.041000,3.000000,0.328365,0,7520,13.896277,61.137951,75.034228
ORD0103154,Hyderabad,CS-07,0.748511,3.000000,0.007582,1,5582,24.435686,35.467030,59.902716
ORD0103157,Hyderabad,HYD-06,0.753487,3.000000,0.007650,1,5076,20.390071,35.503907,55.893978
ORD0103159,Hyderabad,HYD-02,2.467720,3.000000,0.147345,1,4573,26.897004,51.694400,78.591405
ORD0103160,Hyderabad,HYD-06,1.210469,3.000000,0.017355,1,5076,20.390071,38.993938,59.384009
ORD0103162,Hyderabad,HYD-02,0.609647,3.000000,0.005903,1,4573,26.897004,34.444630,61.341635
ORD0103164,Hyderabad,HYD-02,0.704682,3.000000,0.007006,1,4573,26.897004,35.142964,62.039969
ORD0103165,Hyderabad,HYD-01,2.525232,3.500000,0.160941,1,4778,25.512767,52.504848,78.017614
ORD0103166,Hyderabad,HYD-01,2.751475,3.500000,0.224294,1,4778,25.512767,55.989141,81.501908
ORD0103168,Hyderabad,HYD-06,0.202753,3.000000,0.002831,1,5076,20.390071,31.504189,51.894260
ORD0103169,Hyderabad,HYD-05,0.697863,3.000000,0.006921,1,2774,33.093006,35.092662,68.185669
ORD0103175,Hyderabad,HYD-06,1.187821,3.000000,0.016668,1,5076,20.390071,38.814789,59.204860
ORD0103176,Hyderabad,HYD-04,0.365443,3.000000,0.003799,1,7520,13.896277,32.672062,46.568338
ORD0103183,Hyderabad,HYD-04,3.042018,3.000000,0.328773,0,7520,13.896277,61.157314,75.053591
ORD0103184,Hyderabad,HYD-04,1.029430,3.000000,0.012558,1,7520,13.896277,37.582742,51.479018
ORD0103192,Hyderabad,HYD-03,1.100081,2.500000,0.014250,1,4263,24.231762,38.128085,62.359846
ORD0103193,Hyderabad,HYD-04,3.810303,3.000000,0.663740,0,7520,13.896277,76.584320,90.480596
ORD0103194,Hyderabad,HYD-05,0.644290,3.000000,0.006284,1,2774,33.093006,34.698543,67.791550
ORD0103196,Hyderabad,HYD-04,1.941503,3.000000,0.062375,1,7520,13.896277,45.461766,59.358043
ORD0103206,Hyderabad,HYD-01,3.030144,3.500000,0.324037,1,4778,25.512767,60.932107,86.444873
ORD0103213,Hyderabad,CS-07,3.203160,3.000000,0.396179,0,5582,24.435686,64.307474,88.743161
ORD0103214,Hyderabad,HYD-04,2.516322,3.000000,0.158770,1,7520,13.896277,52.377355,66.273632
ORD0103221,Hyderabad,HYD-06,0.806904,3.000000,0.008422,1,5076,20.390071,35.900988,56.291058
ORD0103222,Hyderabad,HYD-01,1.982993,3.500000,0.066925,1,4778,25.512767,45.888688,71.401454
ORD0103224,Hyderabad,HYD-02,0.235181,3.000000,0.003002,1,4573,26.897004,31.736309,58.633313
ORD0103232,Hyderabad,CS-07,0.557120,3.000000,0.005370,1,5582,24.435686,34.060928,58.496614
ORD0103234,Hyderabad,HYD-02,5.847424,3.000000,0.987575,0,4573,26.897004,100.559224,127.456228
ORD0103237,Hyderabad,HYD-01,3.044215,3.500000,0.329653,1,4778,25.512767,61.199089,86.711856
ORD0103240,Hyderabad,HYD-02,6.297096,3.000000,0.994466,0,4573,26.897004,103.913652,130.810656
ORD0103243,Hyderabad,HYD-02,0.456511,3.000000,0.004478,1,4573,26.897004,33.329913,60.226917
ORD0103247,Hyderabad,HYD-03,0.993782,2.500000,0.011781,1,4263,24.231762,37.309893,61.541655
ORD0103248,Hyderabad,HYD-02,0.418317,3.000000,0.004179,1,4573,26.897004,33.053604,59.950608
ORD0103249,Hyderabad,HYD-01,2.624637,3.500000,0.186804,1,4778,25.512767,53.976568,79.489335
ORD0103250,Hyderabad,HYD-04,4.462715,3.000000,0.865710,0,7520,13.896277,87.210299,101.106576
ORD0103258,Hyderabad,HYD-06,1.172881,3.000000,0.016230,1,5076,20.390071,38.697058,59.087129
ORD0103259,Hyderabad,CS-07,0.940299,3.000000,0.010703,1,5582,24.435686,36.903180,61.338866
ORD0103270,Hyderabad,HYD-04,4.074326,3.000000,0.761146,0,7520,13.896277,81.354654,95.250931
ORD0103272,Hyderabad,HYD-06,1.089255,3.000000,0.013977,1,5076,20.390071,38.044099,58.434170
ORD0103277,Hyderabad,HYD-04,1.288193,3.000000,0.019931,1,7520,13.896277,39.615273,53.511550
ORD0103278,Hyderabad,HYD-06,0.878979,3.000000,0.009587,1,5076,20.390071,36.440462,56.830533
ORD0103281,Hyderabad,HYD-02,1.002630,3.000000,0.011969,1,4573,26.897004,37.377475,64.274479
ORD0103283,Hyderabad,HYD-02,1.135951,3.000000,0.015194,1,4573,26.897004,38.407481,65.304485
ORD0103284,Hyderabad,HYD-05,1.279109,3.000000,0.019611,1,2774,33.093006,39.542104,72.635111
ORD0103285,Hyderabad,HYD-02,6.449570,3.000000,0.995798,0,4573,26.897004,105.020922,131.917926
ORD0103287,Hyderabad,HYD-03,1.022834,2.500000,0.012410,1,4263,24.231762,37.532143,61.763905
ORD0103289,Hyderabad,HYD-01,1.786910,3.500000,0.047851,1,4778,25.512767,43.943890,69.456657
ORD0103291,Hyderabad,HYD-03,0.695454,2.500000,0.006891,1,4263,24.231762,35.074906,59.306667
ORD0103302,Hyderabad,HYD-04,2.874297,3.000000,0.265416,1,7520,13.896277,58.082559,71.978836
ORD0103309,Hyderabad,HYD-04,0.467554,3.000000,0.004568,1,7520,13.896277,33.409918,47.306195
ORD0103311,Hyderabad,HYD-02,0.649784,3.000000,0.006346,1,4573,26.897004,34.738884,61.635888
ORD0103312,Hyderabad,HYD-06,1.041230,3.000000,0.012826,1,5076,20.390071,37.673386,58.063457
ORD0103313,Hyderabad,CS-07,1.075903,3.000000,0.013647,1,5582,24.435686,37.940738,62.376424
ORD0103315,Hyderabad,HYD-05,0.949054,3.000000,0.010872,1,2774,33.093006,36.969555,70.062562
ORD0103316,Hyderabad,HYD-02,1.044567,3.000000,0.012903,1,4573,26.897004,37.699052,64.596056
ORD0103318,Hyderabad,HYD-01,1.490762,3.500000,0.028529,1,4778,25.512767,41.291213,66.803980
ORD0103319,Hyderabad,HYD-06,1.231084,3.000000,0.018005,1,5076,20.390071,39.157726,59.547797
ORD0103320,Hyderabad,HYD-01,3.647637,3.500000,0.595058,0,4778,25.512767,73.385193,98.897960
ORD0103322,Hyderabad,HYD-04,0.678777,3.000000,0.006687,1,7520,13.896277,34.952044,48.848320
ORD0103323,Hyderabad,HYD-01,1.289445,3.500000,0.019975,1,4778,25.512767,39.625372,65.138139
ORD0103325,Hyderabad,HYD-04,2.596587,3.000000,0.179197,1,7520,13.896277,53.552020,67.448297
ORD0103328,Hyderabad,CS-07,2.557967,3.000000,0.169123,1,5582,24.435686,52.979449,77.415135
ORD0103329,Hyderabad,HYD-01,1.345422,3.500000,0.022063,1,4778,25.512767,40.079850,65.592617
ORD0103332,Hyderabad,CS-07,2.567181,3.000000,0.171484,1,5582,24.435686,53.114799,77.550485
ORD0103333,Hyderabad,HYD-05,0.668837,3.000000,0.006568,1,2774,33.093006,34.878904,67.971911
ORD0103334,Hyderabad,HYD-03,0.530696,2.500000,0.005120,1,4263,24.231762,33.868460,58.100222
ORD0103335,Hyderabad,CS-07,1.170349,3.000000,0.016157,1,5582,24.435686,38.677140,63.112826
ORD0103336,Hyderabad,HYD-04,0.644163,3.000000,0.006282,1,7520,13.896277,34.697612,48.593888
ORD0103339,Hyderabad,HYD-01,2.941139,3.500000,0.289720,1,4778,25.512767,59.279564,84.792331
ORD0103345,Hyderabad,CS-07,1.091213,3.000000,0.014026,1,5582,24.435686,38.059275,62.494961
ORD0103354,Hyderabad,HYD-01,3.048699,3.500000,0.331453,1,4778,25.512767,61.284481,86.797248
ORD0103357,Hyderabad,HYD-04,4.331572,3.000000,0.835572,0,7520,13.896277,85.388152,99.284429
ORD0103360,Hyderabad,HYD-04,2.540209,3.000000,0.164644,1,7520,13.896277,52.720770,66.617046
ORD0103363,Hyderabad,CS-07,0.580680,3.000000,0.005603,1,5582,24.435686,34.232844,58.668530
ORD0103364,Hyderabad,HYD-06,1.444381,3.000000,0.026288,1,5076,20.390071,40.899295,61.289365
ORD0103366,Hyderabad,CS-07,1.171998,3.000000,0.016204,1,5582,24.435686,38.690110,63.125796
ORD0103368,Hyderabad,CS-07,0.530007,3.000000,0.005113,1,5582,24.435686,33.863446,58.299132
ORD0103369,Hyderabad,HYD-06,0.484777,3.000000,0.004712,1,5076,20.390071,33.534809,53.924879
ORD0103372,Hyderabad,HYD-06,0.662691,3.000000,0.006496,1,5076,20.390071,34.833709,55.223780
ORD0103373,Hyderabad,HYD-06,0.369348,3.000000,0.003825,1,5076,20.390071,32.700202,53.090273
ORD0103376,Hyderabad,HYD-06,1.498718,3.000000,0.028932,1,5076,20.390071,41.358986,61.749057
ORD0103377,Hyderabad,HYD-01,0.921528,3.500000,0.010348,1,4778,25.512767,36.761147,62.273914
ORD0103381,Hyderabad,HYD-04,3.110783,3.000000,0.356866,0,7520,13.896277,62.481450,76.377726
ORD0103384,Hyderabad,HYD-04,2.343040,3.000000,0.121132,1,7520,13.896277,50.035230,63.931507
ORD0103385,Hyderabad,HYD-01,3.084393,3.500000,0.345955,1,4778,25.512767,61.969390,87.482157
ORD0103387,Hyderabad,HYD-06,0.325303,3.000000,0.003533,1,5076,20.390071,32.383102,52.773173
ORD0103388,Hyderabad,HYD-03,0.417474,2.500000,0.004173,1,4263,24.231762,33.047511,57.279273
ORD0103390,Hyderabad,HYD-03,3.405895,2.500000,0.486595,0,4263,24.231762,68.439120,92.670882
ORD0103393,Hyderabad,CS-07,3.961610,3.000000,0.722018,0,5582,24.435686,79.391804,103.827490
ORD0103394,Hyderabad,HYD-06,0.413883,3.000000,0.004146,1,5076,20.390071,33.021566,53.411637
ORD0103396,Hyderabad,HYD-06,0.924670,3.000000,0.010407,1,5076,20.390071,36.784894,57.174964
ORD0103397,Hyderabad,HYD-06,1.262205,3.000000,0.019030,1,5076,20.390071,39.406346,59.796417
ORD0103398,Hyderabad,CS-07,1.243695,3.000000,0.018414,1,5582,24.435686,39.258275,63.693961
ORD0103401,Hyderabad,HYD-05,0.268069,3.000000,0.003185,1,2774,33.093006,31.972043,65.065050
ORD0103402,Hyderabad,CS-07,0.843534,3.000000,0.008995,1,5582,24.435686,36.174601,60.610287
ORD0103405,Hyderabad,HYD-04,3.548300,3.000000,0.550998,0,7520,13.896277,71.368043,85.264319
ORD0103407,Hyderabad,CS-07,1.058619,3.000000,0.013232,1,5582,24.435686,37.807281,62.242968
ORD0103412,Hyderabad,HYD-04,4.027269,3.000000,0.745282,0,7520,13.896277,80.549336,94.445613
ORD0103414,Hyderabad,HYD-04,3.691846,3.000000,0.614226,0,7520,13.896277,74.269717,88.165993
ORD0103416,Hyderabad,HYD-01,0.863970,3.500000,0.009332,1,4778,25.512767,36.327743,61.840510
ORD0103420,Hyderabad,HYD-05,0.895103,3.000000,0.009869,1,2774,33.093006,36.561784,69.654790
ORD0103428,Hyderabad,HYD-06,3.413345,3.000000,0.489972,0,5076,20.390071,68.592578,88.982649
ORD0103430,Hyderabad,CS-07,1.006150,3.000000,0.012045,1,5582,24.435686,37.404389,61.840075
ORD0103431,Hyderabad,HYD-01,1.276982,3.500000,0.019537,1,4778,25.512767,39.524992,65.037758
ORD0103436,Hyderabad,HYD-06,1.481795,3.000000,0.028082,1,5076,20.390071,41.215027,61.605098
ORD0103438,Hyderabad,HYD-06,0.812338,3.000000,0.008505,1,5076,20.390071,35.941504,56.331575
